what	O
the	O
future	O
of	O
mobility	O
means	O
for	O
the	O
future	O
of	O
transportation	O
mobile	O
,	O
real	O
time	O
data	O
services	O
will	O
drive	O
-	O
literally	O
and	O
figuratively	O
-	O
consumer	O
behavior	O
.	O
which	O
may	O
diffuse	O
the	O
nature	O
of	O
the	O
the	O
financial	O
opportunity	O
as	O
new	O
market	O
entrants	O
proliferate	O
while	O
sharpening	O
the	O
threat	O
for	O
incumbent	O
service	O
providers	O
.	O
but	O
the	O
biggest	O
change	O
may	O
be	O
the	O
convergence	O
of	O
disparate	O
disciplines	O
-	O
technology	O
,	O
automaking	O
,	O
public	O
transportation	O
,	O
data	O
analysis	O
,	O
among	O
others	O
-	O
into	O
one	O
.	O
jl	O
joris	O
d'inca	O
and	O
carolin	PERS
metz	PERS
comment	O
in	O
forbes	O
:	O
customer	O
relationships	O
and	O
data	O
are	O
at	O
risk	O
for	O
capture	O
by	O
new-entrant	O
mobility	O
providers	O
offering	O
increasingly	O
integrated	O
travel	O
planning	O
(	O
including	O
)	O
mobility	O
services	O
and	O
information	O
.	O
the	O
number	O
of	O
companies	O
operating	O
in	O
the	O
mobility	O
space	O
will	O
increase	O
and	O
become	O
more	O
diverse	O
,	O
likely	O
leading	O
to	O
more	O
co-opetition	O
.	O
and	O
as	O
the	O
transportation	O
landscape	O
becomes	O
more	O
diverse	O
and	O
competitive	O
,	O
the	O
revenue	O
pie	O
will	O
be	O
split	O
more	O
ways	O
.	O
it	O
's	O
a	O
beguiling	O
vision	O
:	O
you	O
wake	O
up	O
and	O
tell	O
your	O
house	O
management	O
system	O
that	O
you	O
need	O
to	O
be	O
in	O
munich	LOC
,	O
or	O
chicago	LOC
,	O
or	O
beijing	LOC
,	O
by	O
two	O
in	O
the	O
afternoon	O
.	O
the	O
house	O
tells	O
your	O
mobility	O
provider	O
,	O
which	O
computes	O
the	O
journey	O
and	O
sends	O
an	O
itinerary	O
to	O
your	O
smart	O
device	O
.	O
at	O
the	O
appointed	O
time	O
,	O
a	O
driverless	O
car	O
rolls	O
up	O
and	O
greets	O
you	O
by	O
name	O
,	O
and	O
you	O
say	O
hello	O
to	O
a	O
couple	O
of	O
people	O
already	O
seated	O
inside	O
.	O
the	O
car	O
drops	O
you	O
all	O
at	O
an	O
integrated	O
mobility	O
hub	O
,	O
where	O
you	O
board	O
a	O
750	O
miles	O
per	O
hour	O
hyperloop	O
that	O
whisks	O
you	O
to	O
your	O
target	O
city	O
in	O
mere	O
minutes	O
.	O
an	O
autonomous	O
bus	O
waits	O
at	O
the	O
station	O
to	O
take	O
you	O
to	O
your	O
final	O
destination	O
,	O
a	O
shared	O
office	O
space	O
in	O
the	O
city	O
center	O
.	O
to	O
determine	O
if	O
this	O
is	O
what	O
mobility	O
could	O
look	O
like	O
in	O
the	O
year	O
2040	O
,	O
oliver	ORG
wyman	ORG
recently	O
conducted	O
a	O
survey	O
of	O
several	O
hundred	O
executives	O
and	O
experts	O
in	O
the	O
transportation	O
industry	O
globally	O
.	O
driven	O
by	O
the	O
fourth	O
industrial	O
revolution	O
,	O
