saudi	LOC
arabia	LOC
's	O
mohammed	PERS
bin	PERS
salman	PERS
promoted	O
to	O
crown	O
prince	PERS
by	O
stephen	PERS
kalin	PERS
and	O
william	PERS
maclean	PERS
dubai	PERS
(	O
reuters	ORG
)	O
-	O
saudi	LOC
arabia	LOC
's	O
king	O
salman	PERS
made	O
his	O
son	O
next	O
in	O
line	O
to	O
the	O
throne	O
on	O
wednesday	O
,	O
handing	O
the	O
31-year-old	O
sweeping	O
powers	O
as	O
the	O
kingdom	O
seeks	O
radical	O
overhaul	O
of	O
its	O
oil-dependent	O
economy	O
and	O
faces	O
mounting	O
tensions	O
with	O
regional	O
rival	O
iran	LOC
.	O
a	O
royal	O
decree	O
appointed	O
mohammed	PERS
bin	PERS
salman	PERS
crown	O
prince	PERS
and	O
deputy	O
prime	O
minister	O
.	O
he	O
retains	O
the	O
defence	ORG
,	O
oil	O
and	O
other	O
portfolios	O
.	O
the	O
previous	O
crown	O
prince	PERS
,	O
mohammed	PERS
bin	PERS
nayef	PERS
,	O
the	O
king	O
's	O
nephew	O
and	O
a	O
counter-terrorism	O
chief	O
admired	O
in	O
washington	LOC
for	O
putting	O
down	O
an	O
al	PERS
qaeda	PERS
campaign	O
of	O
bombings	O
in	O
2003-06	O
,	O
was	O
relieved	O
of	O
all	O
his	O
posts	O
,	O
according	O
to	O
the	O
decree	O
.	O
although	O
mohammed	PERS
bin	PERS
salman	PERS
's	O
promotion	O
was	O
expected	O
among	O
close	O
circles	O
,	O
the	O
timing	O
was	O
a	O
surprise	O
,	O
with	O
the	O
kingdom	O
facing	O
heightened	O
tensions	O
with	O
qatar	LOC
and	O
iran	LOC
and	O
locked	O
in	O
a	O
war	O
in	O
yemen	LOC
.	O
the	O
royal	O
decree	O
said	O
the	O
decision	O
by	O
king	O
salman	PERS
to	O
promote	O
his	O
son	O
and	O
consolidate	O
his	O
power	O
was	O
endorsed	O
by	O
31	O
out	O
of	O
34	O
members	O
of	O
the	O
