davos	LOC
2012	O
live	O
:	O
growth	O
predictions	O
set	O
the	O
scene	O
for	O
a	O
gloomy	O
summit	O
full	O
text	O
7.43pm	O
:	O
apologies	O
for	O
the	O
delay	O
in	O
posting	O
this	O
-	O
we	O
've	O
been	O
having	O
some	O
technical	O
problems	O
.	O
here	O
's	O
a	O
summary	O
of	O
the	O
main	O
developments	O
:	O
�	O
commentators	O
were	O
almost	O
completely	O
in	O
agreement	O
:	O
this	O
is	O
a	O
sombre	O
,	O
subdued	O
davos	LOC
.	O
the	O
mood	O
is	O
one	O
of	O
trepidation	O
,	O
with	O
the	O
global	O
economic	O
crisis	O
far	O
from	O
over	O
.	O
�	O
two	O
early	O
stars	O
of	O
the	O
summit	O
were	O
economist	O
nouriel	PERS
roubini	PERS
and	O
veteran	O
investor	O
george	PERS
soros	PERS
.	O
roubini	PERS
was	O
unequivocal	O
:	O
``	O
the	O
policy	O
response	O
is	O
making	O
the	O
recession	O
worse	O
''	O
.	O
soros	PERS
warned	O
``	O
the	O
euro	O
must	O
survive	O
because	O
the	O
alternative	O
,	O
a	O
break-up	O
,	O
would	O
cause	O
a	O
meltdown	O
that	O
europe	LOC
and	O
the	O
world	O
ca	O
n't	O
afford	O
''	O
.	O
�	O
protestors	O
from	O
the	O
occupy	O
movement	O
made	O
sure	O
their	O
message	O
was	O
heard	O
,	O
despite	O
being	O
banished	O
from	O
the	O
summit	O
site	O
itself	O
.	O
�	O
angela	PERS
merkel	PERS
used	O
her	O
speech	O
to	O
echo	O
themes	O
she	O
raised	O
in	O
an	O
interview	O
published	O
by	O
six	O
european	O
newspapers	O
,	O
including	O
the	O
guardian	O
.	O
she	O
called	O
for	O
closer	O
political	O
union	O
in	O
the	O
eu	LOC
,	O
and	O
urged	O
that	O
austerity	O
must	O
be	O
accompanied	O
by	O
structural	O
reform	O
.	O
thanks	O
for	O
reading	O
and	O
for	O
your	O
comments	O
below	O
.	O
we	O
'll	O
be	O
back	O
again	O
tomorrow	O
.	O
5.29pm	O
:	O
and	O
now	O
for	O
the	O
other	O
side	O
of	O
davos	LOC
-	O
things	O
picked	O
up	O
on	O
the	O
fringes	O
of	O
the	O
summit	O
,	O
rather	O
than	O
in	O
the	O
grand	O
surroundings	O
of	O
the	O
conference	O
hall	O
.	O
jane	PERS
martinson	PERS
sent	O
me	O
this	O
interesting	O
tidbit	O
,	O
having	O
bumped	O
into	O
media	O
maverick	O
arianna	PERS
huffington	PERS
.	O
arianna	PERS
huffington	PERS
,	O
at	O
davos	LOC
'til	O
the	O
bitter	O
end	O
'	O
this	O
week	O
spent	O
time	O
in	O
the	O
belvedere	ORG
hotel	ORG
's	O
google	ORG
bar	O
defending	O
her	O
eponymous	O
media	O
company	O
's	O
controversial	O
decision	O
to	O
hire	O
anne	PERS
sinclair	PERS
,	O
the	O
wife	O
of	O
disgraced	O
politician	O
dsk	O
.	O
'just	O
look	O
on	O
facebook	ORG
in	O
france	LOC
.	O
she	O
had	O
a	O
huge	O
impact	O
.	O
all	O
the	O
women	O
